guest_id,spa_affinity_score,adventure_affinity_score,culture_affinity_score,dining_affinity_score,travel_type,budget_segment,stay_duration_days,weather_condition,temparature,rain_probability,event_category,event_popularity_score,event_indoor_flag,attraction_rating,seasonal_tourism_index,weather_activity_match,event_preference_alignment,overall_experience_score,recommended_experience
585,0.16,0.76,0.57,1,Solo,Luxury,2,Sunny,39,15,Wellness Expo,86,0,3.6,7,0.79,0.41,8,Adventure Trek
586,0.99,0.32,0.24,1,Couple,Luxury,5,Rainy,28,40,Wellness Expo,26,1,3.8,11,0.2,0.19,74,Cultural Museum Visit
587,1.0,0.54,0.67,1,Solo,Mid-range,6,Sunny,33,79,Wellness Expo,31,1,4.3,0,0.94,0.64,83,City Tour
588,0.34,0.42,0.28,0,Business,Budget,7,Snowy,37,2,Sports Event,22,1,4.2,89,0.08,0.21,49,Cultural Museum Visit
589,0.56,0.33,0.58,1,Business,Mid-range,7,Cloudy,37,18,Wellness Expo,59,1,4.5,62,0.76,0.27,73,Adventure Trek
590,0.53,0.07,0.77,0,Solo,Mid-range,5,Snowy,27,19,Food Carnival,34,1,4.5,89,0.92,0.37,95,Indoor Wellness Retreat
591,0.39,0.15,0.48,1,Couple,Mid-range,11,Sunny,34,82,Cultural Fair,63,0,4.8,47,0.74,0.48,18,Spa Package
592,0.59,0.15,0.44,1,Business,Budget,2,Sunny,29,32,Food Carnival,71,0,4.2,51,0.22,0.16,4,Indoor Wellness Retreat
593,0.49,0.47,0.9,0,Couple,Budget,13,Cloudy,11,59,Music Festival,61,1,4.2,25,0.27,0.68,4,Cultural Museum Visit
594,0.36,0.96,0.6,0,Family,Luxury,12,Snowy,25,40,Cultural Fair,2,1,3.7,67,0.84,0.02,34,Spa Package
595,0.87,0.94,0.07,1,Solo,Mid-range,7,Sunny,20,63,Cultural Fair,44,0,3.8,22,0.48,0.3,34,Food Experience
596,0.96,0.32,0.58,0,Business,Mid-range,2,Sunny,14,5,Wellness Expo,89,0,3.6,80,0.1,0.0,86,Indoor Wellness Retreat
597,0.87,0.38,0.03,0,Business,Budget,11,Sunny,40,86,Wellness Expo,0,1,4.6,80,0.11,0.85,29,Cultural Museum Visit
598,0.68,0.95,0.67,0,Family,Mid-range,1,Cloudy,33,97,Wellness Expo,9,0,3.9,31,0.85,0.44,44,Spa Package
599,0.16,0.61,0.54,1,Couple,Budget,11,Sunny,27,99,Music Festival,40,0,4.1,41,0.17,0.44,31,Indoor Wellness Retreat
600,0.04,0.03,0.56,1,Business,Mid-range,1,Cloudy,10,70,Cultural Fair,44,1,4.9,49,0.85,0.73,16,Food Experience
601,0.1,0.96,0.76,1,Solo,Luxury,7,Cloudy,25,62,Sports Event,62,0,4.3,86,0.61,0.1,95,Cultural Museum Visit
602,0.56,0.78,0.06,1,Business,Luxury,12,Rainy,35,16,Sports Event,27,0,4.2,48,0.75,0.93,5,Food Experience
603,0.94,0.55,0.05,0,Solo,Mid-range,2,Snowy,10,62,Wellness Expo,55,1,4.3,31,0.91,0.38,72,Cultural Museum Visit
604,0.64,0.73,0.66,0,Business,Budget,6,Cloudy,34,0,Cultural Fair,4,1,4.9,83,0.04,0.79,56,Indoor Wellness Retreat
605,0.84,0.89,0.1,1,Couple,Luxury,2,Cloudy,36,32,Food Carnival,82,0,3.5,52,0.59,0.36,6,Spa Package
606,0.14,0.43,0.24,1,Couple,Mid-range,2,Sunny,19,46,Wellness Expo,81,1,4.7,95,0.46,0.47,63,City Tour
607,0.75,0.81,0.0,1,Couple,Mid-range,10,Rainy,23,11,Sports Event,92,1,4.0,35,0.23,0.81,19,Indoor Wellness Retreat
608,0.18,0.23,0.44,0,Solo,Budget,1,Rainy,39,95,Cultural Fair,62,1,4.0,70,0.75,0.5,70,Food Experience
609,0.99,0.68,0.91,0,Couple,Mid-range,4,Rainy,40,98,Wellness Expo,15,1,4.2,40,0.26,0.08,20,City Tour
610,0.43,0.93,0.91,0,Solo,Luxury,7,Cloudy,14,2,Cultural Fair,41,1,4.3,66,0.96,0.05,54,Cultural Museum Visit
611,0.75,0.25,0.74,1,Couple,Budget,10,Snowy,14,27,Music Festival,8,1,4.8,46,0.14,0.72,80,Cultural Museum Visit
612,0.38,0.65,0.98,0,Family,Budget,12,Rainy,27,40,Cultural Fair,77,0,3.7,54,0.1,0.11,77,Cultural Museum Visit
613,0.63,0.96,0.42,0,Solo,Luxury,12,Sunny,29,10,Food Carnival,57,0,3.8,36,0.38,0.27,33,Indoor Wellness Retreat
614,0.26,0.32,0.12,0,Solo,Budget,3,Sunny,30,85,Sports Event,69,1,4.8,22,0.89,0.54,8,Cultural Museum Visit
615,0.75,0.18,0.89,0,Couple,Budget,6,Sunny,32,78,Cultural Fair,91,0,3.6,52,0.03,0.59,1,Adventure Trek
616,0.88,0.86,0.9,0,Family,Luxury,11,Cloudy,14,95,Cultural Fair,18,0,5.0,34,0.58,0.42,99,City Tour
617,0.1,0.9,0.46,1,Business,Mid-range,5,Cloudy,30,39,Wellness Expo,39,1,4.2,25,0.19,0.31,68,Adventure Trek
618,0.9,0.52,0.08,1,Business,Mid-range,9,Snowy,38,69,Music Festival,76,1,4.9,45,0.53,0.07,82,Spa Package
619,0.06,0.2,0.36,1,Family,Mid-range,2,Sunny,39,84,Wellness Expo,42,1,4.3,33,0.57,0.92,42,Indoor Wellness Retreat
620,0.59,0.99,0.51,0,Family,Luxury,8,Sunny,10,52,Cultural Fair,16,1,3.8,65,0.35,0.43,70,Food Experience
621,0.24,0.74,0.39,0,Family,Luxury,11,Cloudy,25,62,Food Carnival,69,0,4.8,40,0.46,0.98,75,City Tour
622,0.64,0.26,0.46,1,Couple,Budget,6,Snowy,13,18,Food Carnival,94,0,3.9,16,0.62,0.19,28,Indoor Wellness Retreat
623,0.85,0.14,0.21,0,Couple,Luxury,14,Sunny,14,8,Sports Event,49,0,4.2,21,0.65,0.6,32,Food Experience
624,0.25,0.79,0.49,0,Couple,Mid-range,12,Cloudy,19,1,Wellness Expo,3,0,5.0,99,0.69,0.66,4,Cultural Museum Visit
625,0.59,0.82,0.45,1,Family,Mid-range,14,Snowy,36,37,Sports Event,21,0,4.5,9,0.47,0.06,31,Adventure Trek
626,0.11,0.76,0.31,1,Couple,Budget,14,Rainy,25,29,Sports Event,34,1,3.7,8,0.63,0.49,1,Food Experience
627,0.42,0.78,0.0,1,Solo,Luxury,7,Cloudy,13,70,Music Festival,93,0,4.3,88,0.49,0.97,9,Indoor Wellness Retreat
628,0.1,0.96,0.95,0,Family,Mid-range,2,Sunny,27,12,Music Festival,29,1,3.8,1,0.86,0.7,88,Indoor Wellness Retreat
629,0.13,0.05,0.86,1,Solo,Luxury,1,Snowy,24,93,Cultural Fair,71,0,4.7,48,0.27,0.7,3,Indoor Wellness Retreat
630,0.09,0.48,0.18,1,Couple,Mid-range,2,Snowy,15,60,Wellness Expo,68,0,4.7,26,0.45,0.29,95,Adventure Trek
631,0.75,0.69,0.75,0,Business,Mid-range,14,Cloudy,33,51,Food Carnival,94,1,4.8,59,0.55,0.88,46,Cultural Museum Visit
632,0.43,0.14,0.39,0,Couple,Budget,6,Cloudy,33,76,Music Festival,64,1,3.8,26,0.15,0.58,60,Spa Package
633,0.37,0.2,0.63,0,Couple,Budget,2,Rainy,15,88,Wellness Expo,14,0,3.8,6,0.14,0.06,41,City Tour
634,0.6,0.04,0.91,0,Family,Budget,11,Rainy,25,87,Cultural Fair,30,1,4.7,5,0.03,0.46,23,Spa Package
635,0.65,0.94,0.93,0,Family,Luxury,8,Sunny,20,0,Music Festival,71,1,4.7,24,0.52,0.47,94,Food Experience
636,0.02,0.98,0.86,0,Couple,Luxury,10,Rainy,29,0,Wellness Expo,56,1,4.0,83,0.61,0.39,20,City Tour
637,0.35,0.8,0.25,1,Solo,Mid-range,13,Sunny,15,100,Sports Event,24,1,4.9,90,0.52,0.28,44,Indoor Wellness Retreat
638,0.56,0.28,0.53,1,Solo,Luxury,4,Snowy,27,19,Music Festival,70,0,3.9,24,0.31,0.28,89,Adventure Trek
639,0.08,0.15,0.42,1,Business,Budget,7,Cloudy,29,55,Cultural Fair,81,1,4.5,11,0.59,0.43,85,Cultural Museum Visit
640,0.41,0.29,0.01,0,Family,Luxury,13,Cloudy,17,87,Music Festival,9,0,4.5,7,0.93,0.92,97,Spa Package
641,0.96,0.66,0.78,0,Solo,Mid-range,13,Snowy,32,73,Sports Event,55,1,4.8,54,0.8,0.06,33,Food Experience
642,0.66,0.48,0.03,1,Business,Mid-range,12,Rainy,28,8,Cultural Fair,44,1,4.3,8,0.94,0.58,33,Indoor Wellness Retreat
643,0.5,0.26,0.53,0,Solo,Budget,8,Cloudy,39,23,Cultural Fair,82,0,4.3,29,0.8,0.67,25,Adventure Trek
644,0.68,0.11,0.2,0,Couple,Mid-range,2,Rainy,27,43,Cultural Fair,28,1,4.5,63,0.03,0.8,89,Food Experience
645,0.95,0.5,0.14,0,Solo,Budget,6,Cloudy,25,63,Sports Event,14,1,4.7,22,0.23,0.02,71,Cultural Museum Visit
646,0.21,0.19,0.66,1,Couple,Budget,10,Sunny,36,91,Wellness Expo,38,1,4.1,16,0.83,0.39,90,Spa Package
647,0.64,0.41,0.47,0,Solo,Mid-range,3,Cloudy,16,80,Wellness Expo,85,0,4.6,0,0.18,0.23,50,City Tour
648,0.74,0.48,0.6,1,Business,Luxury,8,Cloudy,15,79,Food Carnival,94,1,4.4,60,0.81,0.05,10,Indoor Wellness Retreat
649,0.24,0.35,0.2,1,Couple,Mid-range,2,Sunny,25,1,Cultural Fair,80,0,5.0,1,0.79,0.92,21,Cultural Museum Visit
650,0.91,0.75,0.97,1,Business,Budget,10,Rainy,27,88,Food Carnival,87,1,3.8,14,0.73,0.81,46,City Tour
651,0.81,0.48,1.0,0,Couple,Mid-range,11,Sunny,33,60,Cultural Fair,95,0,4.6,7,0.76,0.54,23,Spa Package
652,0.27,0.55,0.3,0,Family,Mid-range,4,Sunny,20,67,Wellness Expo,3,0,4.8,74,0.78,0.58,57,Spa Package
653,0.4,0.29,0.1,1,Family,Budget,3,Rainy,35,25,Cultural Fair,89,1,3.7,56,0.07,0.39,71,Food Experience
654,0.44,0.98,0.45,1,Couple,Budget,2,Snowy,21,52,Food Carnival,85,0,4.2,71,0.66,0.69,49,Spa Package
655,0.93,0.93,0.97,0,Solo,Mid-range,11,Snowy,34,34,Cultural Fair,85,1,3.8,25,0.41,0.58,8,Food Experience
656,0.99,0.74,0.7,0,Solo,Budget,13,Rainy,25,76,Music Festival,66,1,4.1,80,0.73,0.32,49,City Tour
657,0.55,0.19,0.05,1,Couple,Budget,4,Sunny,24,53,Wellness Expo,94,1,3.7,68,0.54,0.73,33,City Tour
658,0.45,0.48,0.23,1,Solo,Budget,11,Cloudy,20,2,Food Carnival,43,1,3.7,52,0.99,0.42,51,Indoor Wellness Retreat
659,0.26,0.65,0.55,0,Solo,Budget,12,Rainy,32,43,Cultural Fair,4,0,4.1,70,0.28,0.95,33,Spa Package
660,0.05,0.37,0.75,1,Couple,Mid-range,12,Sunny,13,59,Food Carnival,30,1,4.7,51,0.23,0.54,27,Spa Package
661,0.45,0.87,0.7,1,Couple,Mid-range,9,Cloudy,25,20,Food Carnival,11,0,4.8,54,0.1,0.06,24,Food Experience
662,0.18,0.28,0.85,0,Business,Budget,3,Snowy,31,47,Sports Event,51,0,3.6,15,0.21,0.56,67,Spa Package
663,0.6,0.26,0.3,1,Solo,Budget,14,Sunny,20,59,Food Carnival,84,1,4.5,30,0.46,0.41,88,Spa Package
664,0.3,0.79,0.25,0,Business,Budget,8,Rainy,17,14,Music Festival,69,0,4.3,100,0.43,0.02,19,Adventure Trek
665,0.02,0.29,0.51,0,Family,Luxury,11,Snowy,18,83,Music Festival,3,1,3.8,90,0.64,0.53,84,Food Experience
666,0.41,0.9,0.57,1,Couple,Luxury,11,Sunny,24,83,Cultural Fair,67,0,4.1,69,0.41,0.54,43,Cultural Museum Visit
667,0.66,1.0,0.86,1,Solo,Luxury,14,Cloudy,18,51,Food Carnival,19,1,4.2,64,0.75,0.78,53,Food Experience
668,0.19,0.13,0.74,1,Business,Luxury,13,Snowy,18,43,Cultural Fair,2,0,5.0,8,0.18,0.39,43,Spa Package
669,0.99,0.29,0.56,0,Couple,Luxury,10,Cloudy,31,31,Music Festival,42,0,4.9,84,0.43,0.39,69,Indoor Wellness Retreat
670,0.18,0.05,0.72,1,Business,Mid-range,5,Snowy,33,70,Music Festival,72,0,5.0,25,0.98,0.12,29,Spa Package
671,0.67,0.44,0.67,1,Solo,Budget,11,Snowy,35,92,Sports Event,58,0,4.4,63,0.98,0.99,89,City Tour
672,0.82,0.89,0.69,0,Couple,Mid-range,8,Cloudy,39,89,Wellness Expo,72,1,4.1,52,0.2,0.41,15,Cultural Museum Visit
673,0.62,0.16,0.72,0,Couple,Luxury,13,Rainy,10,66,Sports Event,71,1,4.1,32,0.17,0.88,75,Food Experience
674,0.33,0.28,0.84,1,Solo,Luxury,5,Sunny,40,35,Music Festival,63,1,4.5,37,0.27,0.21,8,City Tour
675,0.75,0.18,0.97,1,Solo,Luxury,13,Sunny,34,97,Cultural Fair,37,0,4.3,49,0.44,0.46,62,Cultural Museum Visit
676,0.87,0.5,0.53,1,Business,Mid-range,5,Sunny,25,13,Sports Event,80,1,4.7,58,0.41,0.45,77,Adventure Trek
677,0.84,0.49,0.86,0,Couple,Luxury,5,Cloudy,11,22,Food Carnival,94,1,4.0,62,0.53,0.57,18,Cultural Museum Visit
678,0.27,0.49,0.84,0,Couple,Luxury,13,Sunny,28,72,Food Carnival,16,1,4.9,16,0.41,0.08,25,Spa Package
679,0.38,0.23,0.3,0,Business,Budget,5,Rainy,31,64,Wellness Expo,30,0,3.7,69,0.33,0.72,60,Adventure Trek
680,0.72,0.86,0.12,1,Couple,Budget,3,Snowy,38,49,Food Carnival,66,0,4.0,50,0.26,0.38,49,City Tour
681,0.09,0.95,0.61,1,Business,Luxury,5,Sunny,33,4,Wellness Expo,8,0,4.4,41,0.28,0.02,34,Indoor Wellness Retreat
682,0.57,0.29,0.6,1,Business,Luxury,3,Cloudy,10,72,Music Festival,85,1,3.5,91,0.46,0.6,33,Adventure Trek
683,0.54,0.44,0.18,0,Solo,Luxury,2,Snowy,37,8,Cultural Fair,26,1,3.5,78,0.03,0.36,34,Adventure Trek
684,0.09,0.33,0.65,0,Family,Luxury,8,Rainy,26,81,Cultural Fair,18,0,4.2,99,0.59,0.83,16,Food Experience
685,0.85,0.68,0.59,1,Business,Budget,13,Rainy,26,30,Food Carnival,17,1,4.0,33,0.68,0.4,32,City Tour
686,0.41,0.12,0.42,0,Family,Mid-range,12,Sunny,35,17,Sports Event,7,0,3.9,23,0.73,0.13,13,City Tour
687,0.8,0.01,0.42,0,Family,Luxury,14,Rainy,38,0,Cultural Fair,28,1,4.8,28,0.01,0.72,0,Food Experience
688,1.0,0.22,0.19,0,Family,Luxury,6,Snowy,24,53,Sports Event,83,0,4.6,57,0.17,0.43,97,Adventure Trek
689,0.99,0.39,0.05,0,Business,Budget,14,Snowy,32,31,Sports Event,90,1,4.2,98,0.57,0.75,58,Cultural Museum Visit
690,0.57,0.58,0.6,1,Couple,Budget,5,Cloudy,11,41,Music Festival,58,1,4.5,25,0.44,0.72,51,City Tour
691,0.07,0.39,0.82,1,Business,Budget,13,Rainy,27,67,Food Carnival,12,1,4.4,74,0.89,0.93,32,City Tour
692,0.22,0.55,0.58,1,Family,Mid-range,3,Rainy,22,16,Cultural Fair,79,0,3.7,69,0.04,0.91,22,Adventure Trek
693,0.07,0.95,0.02,0,Business,Luxury,2,Sunny,23,31,Music Festival,24,1,4.3,36,0.77,0.61,15,Food Experience
694,0.03,0.08,0.87,1,Couple,Mid-range,1,Cloudy,12,71,Wellness Expo,93,0,4.6,46,0.31,0.21,9,Indoor Wellness Retreat
695,0.71,0.16,0.12,0,Business,Mid-range,2,Sunny,38,34,Sports Event,67,0,4.2,31,0.58,0.54,49,Adventure Trek
696,0.6,0.8,0.61,0,Family,Budget,1,Cloudy,35,78,Food Carnival,97,0,4.1,1,0.31,0.68,78,Cultural Museum Visit
697,0.83,0.69,0.98,1,Family,Budget,4,Sunny,36,46,Food Carnival,63,0,4.7,78,0.01,0.38,61,Spa Package
698,0.69,0.91,0.04,0,Couple,Mid-range,6,Sunny,27,61,Sports Event,18,0,3.6,26,0.2,0.04,80,Indoor Wellness Retreat
699,0.53,0.5,0.81,1,Business,Mid-range,7,Rainy,35,74,Cultural Fair,61,0,4.0,5,0.35,0.65,87,Food Experience
700,0.37,0.82,0.96,1,Family,Luxury,6,Cloudy,38,70,Music Festival,16,0,4.3,3,0.49,0.89,25,City Tour
701,0.96,0.7,0.56,0,Family,Budget,3,Rainy,23,61,Wellness Expo,41,1,4.7,73,0.81,0.88,54,Food Experience
702,0.87,0.56,0.88,1,Solo,Mid-range,14,Snowy,40,27,Wellness Expo,52,1,5.0,78,0.77,0.59,96,Indoor Wellness Retreat
703,0.63,0.53,0.79,0,Solo,Luxury,13,Cloudy,10,96,Food Carnival,47,1,4.5,15,0.38,0.49,87,City Tour
704,0.0,0.73,0.87,0,Solo,Luxury,7,Snowy,20,93,Food Carnival,64,0,4.3,62,0.3,0.79,80,Adventure Trek
705,0.62,0.98,0.98,1,Solo,Budget,6,Sunny,14,28,Wellness Expo,80,0,4.4,34,0.82,0.92,83,Indoor Wellness Retreat
706,0.93,0.05,0.66,1,Solo,Luxury,8,Snowy,20,94,Food Carnival,79,0,4.0,87,0.94,0.37,82,Adventure Trek
707,0.8,0.59,0.04,0,Family,Luxury,7,Sunny,29,80,Sports Event,89,0,4.1,8,0.23,0.28,1,Food Experience
708,0.68,0.81,0.99,1,Family,Budget,13,Snowy,28,83,Music Festival,50,0,4.6,74,0.06,0.4,11,Cultural Museum Visit
709,0.89,0.36,0.0,1,Couple,Mid-range,12,Cloudy,39,76,Food Carnival,67,1,4.2,85,0.89,0.33,34,City Tour
710,0.4,0.22,0.81,1,Family,Budget,5,Sunny,14,12,Cultural Fair,97,1,4.8,19,0.9,0.02,19,Indoor Wellness Retreat
711,0.03,0.85,0.57,1,Family,Budget,14,Snowy,34,98,Food Carnival,50,1,3.8,19,0.59,0.63,85,Adventure Trek
712,0.24,0.79,0.74,1,Family,Budget,1,Sunny,25,40,Music Festival,47,1,4.3,43,0.69,0.46,97,Spa Package
713,0.95,0.94,0.7,1,Business,Luxury,2,Rainy,11,56,Music Festival,38,1,4.5,49,0.25,0.02,91,Adventure Trek
714,0.58,0.65,0.11,0,Couple,Luxury,10,Snowy,39,14,Music Festival,73,1,3.8,82,0.86,0.66,10,City Tour
715,0.34,0.52,0.08,1,Family,Mid-range,5,Snowy,23,47,Cultural Fair,35,0,3.6,37,0.11,0.82,2,Food Experience
716,0.02,0.27,0.58,0,Couple,Budget,2,Sunny,10,90,Cultural Fair,49,1,3.8,78,0.74,0.06,78,Indoor Wellness Retreat
717,0.99,0.11,0.23,1,Couple,Luxury,11,Rainy,19,46,Sports Event,90,1,4.0,89,0.28,0.32,24,City Tour
718,0.28,0.04,0.01,0,Family,Budget,12,Rainy,15,47,Food Carnival,29,0,4.5,94,0.56,0.24,49,Cultural Museum Visit
719,0.87,0.23,0.91,1,Solo,Mid-range,14,Sunny,26,14,Cultural Fair,17,0,4.8,5,0.41,0.01,6,Spa Package
720,0.3,0.65,0.14,1,Business,Luxury,11,Cloudy,36,25,Cultural Fair,95,0,4.9,34,0.67,0.45,18,Adventure Trek
721,0.11,0.62,0.18,1,Business,Mid-range,13,Rainy,39,58,Sports Event,93,0,3.7,5,0.9,0.51,81,City Tour
722,0.75,0.2,0.14,0,Solo,Luxury,5,Rainy,24,40,Cultural Fair,87,0,4.2,83,0.44,0.24,17,Food Experience
723,0.72,0.21,0.75,0,Couple,Luxury,14,Rainy,10,93,Sports Event,89,0,3.7,65,0.49,0.24,34,Indoor Wellness Retreat
724,0.76,0.56,0.82,0,Family,Luxury,9,Sunny,34,98,Wellness Expo,72,0,5.0,35,0.54,0.96,48,Indoor Wellness Retreat
725,0.47,0.45,0.37,1,Solo,Budget,9,Rainy,35,82,Food Carnival,1,1,3.8,37,0.38,0.45,21,City Tour
726,0.46,0.26,0.2,1,Solo,Mid-range,13,Sunny,33,23,Food Carnival,18,1,4.1,95,0.29,0.48,35,Food Experience
727,0.26,0.44,0.73,0,Family,Budget,6,Sunny,16,72,Wellness Expo,19,0,4.8,43,0.47,0.33,58,City Tour
728,0.82,0.85,0.84,0,Solo,Luxury,11,Cloudy,36,0,Music Festival,89,0,4.1,74,0.4,0.64,14,Indoor Wellness Retreat
729,0.28,0.91,0.31,1,Solo,Luxury,6,Cloudy,11,85,Cultural Fair,61,0,4.0,77,0.83,0.76,83,City Tour
730,0.34,0.07,0.63,1,Family,Mid-range,7,Sunny,22,92,Music Festival,49,1,3.6,23,0.94,0.73,4,Food Experience
731,0.66,0.14,0.62,1,Business,Luxury,11,Sunny,17,57,Music Festival,56,0,4.0,11,0.79,0.46,23,Food Experience
732,0.38,0.43,0.89,1,Business,Mid-range,11,Snowy,11,31,Sports Event,33,0,4.8,11,1.0,0.98,83,City Tour
733,0.09,0.28,0.87,1,Couple,Mid-range,7,Rainy,14,98,Sports Event,89,1,5.0,7,0.98,0.14,46,Indoor Wellness Retreat
734,0.9,0.69,0.09,1,Family,Mid-range,10,Cloudy,11,7,Food Carnival,97,0,3.8,18,0.07,0.07,35,Food Experience
735,0.58,0.94,0.2,0,Solo,Mid-range,12,Snowy,24,4,Sports Event,9,0,3.6,90,0.77,0.14,40,Adventure Trek
736,0.0,0.3,0.87,0,Solo,Luxury,11,Cloudy,26,37,Wellness Expo,74,1,4.3,97,0.38,0.5,66,Spa Package
737,0.91,0.14,0.85,1,Business,Luxury,11,Cloudy,23,40,Food Carnival,53,0,4.6,80,0.73,0.86,13,City Tour
738,0.87,0.49,0.9,0,Couple,Mid-range,10,Snowy,25,73,Sports Event,78,0,4.3,97,0.62,0.85,93,City Tour
739,0.63,0.04,0.06,0,Solo,Mid-range,5,Sunny,32,14,Cultural Fair,51,1,4.6,16,0.22,0.01,8,City Tour
740,0.42,0.34,0.07,1,Business,Mid-range,6,Snowy,32,73,Food Carnival,70,0,3.9,74,0.26,0.72,29,Spa Package
741,0.8,0.61,0.1,1,Couple,Budget,9,Sunny,14,49,Cultural Fair,20,1,4.9,40,0.27,0.96,19,Cultural Museum Visit
742,0.74,0.81,0.78,0,Business,Mid-range,10,Cloudy,19,80,Music Festival,39,1,3.9,57,0.32,0.25,7,Spa Package
743,0.55,0.75,0.38,1,Solo,Budget,10,Rainy,23,40,Music Festival,73,0,4.8,52,0.2,0.04,73,Spa Package
744,0.66,0.94,0.93,1,Business,Budget,13,Cloudy,30,13,Music Festival,46,1,3.9,0,0.3,0.62,44,Spa Package
745,0.88,0.01,0.95,0,Couple,Mid-range,12,Snowy,18,96,Wellness Expo,82,0,4.6,36,0.6,0.7,78,Cultural Museum Visit
746,0.58,0.42,0.9,0,Family,Luxury,7,Snowy,40,24,Food Carnival,4,1,3.9,90,0.45,0.42,7,Indoor Wellness Retreat
747,0.95,0.79,0.26,0,Solo,Budget,3,Rainy,20,61,Wellness Expo,66,0,4.6,97,0.51,0.86,20,Food Experience
748,0.15,0.73,0.26,0,Family,Budget,5,Sunny,16,14,Cultural Fair,46,0,4.1,82,0.87,0.2,28,Food Experience
749,0.73,0.27,0.75,1,Solo,Luxury,8,Sunny,32,46,Music Festival,15,0,4.1,53,0.9,0.16,50,Spa Package
750,0.62,0.52,0.67,0,Solo,Luxury,14,Cloudy,10,0,Sports Event,84,0,4.7,8,0.9,0.26,50,Indoor Wellness Retreat
751,0.62,0.92,0.31,1,Business,Budget,13,Snowy,11,18,Food Carnival,77,1,4.0,88,0.06,0.33,2,City Tour
752,0.27,0.09,0.64,1,Family,Mid-range,7,Rainy,30,33,Cultural Fair,31,1,4.7,95,0.37,1.0,79,Spa Package
753,0.18,0.75,0.26,0,Solo,Luxury,6,Sunny,23,55,Music Festival,16,0,3.9,97,0.85,0.73,35,Spa Package
754,0.31,0.08,0.37,1,Business,Budget,9,Cloudy,30,64,Wellness Expo,55,0,4.0,65,0.06,0.69,7,Adventure Trek
755,0.11,0.61,0.4,1,Family,Luxury,9,Cloudy,16,57,Sports Event,93,1,4.5,2,0.28,0.79,94,Spa Package
756,0.81,0.44,0.51,1,Couple,Luxury,9,Snowy,29,57,Music Festival,35,0,4.6,14,0.04,0.13,18,Cultural Museum Visit
757,0.03,0.97,0.78,1,Business,Mid-range,4,Snowy,40,34,Sports Event,83,0,4.8,68,0.33,0.46,70,Adventure Trek
758,0.87,0.32,0.63,0,Couple,Mid-range,9,Sunny,13,97,Cultural Fair,93,0,4.9,73,0.53,0.48,62,Spa Package
759,0.93,0.55,0.74,1,Family,Budget,10,Sunny,14,49,Sports Event,86,0,4.3,4,0.1,0.26,21,Indoor Wellness Retreat
760,0.13,0.52,0.02,1,Solo,Budget,9,Sunny,37,63,Cultural Fair,7,0,3.6,2,0.65,0.87,48,Cultural Museum Visit
761,0.23,0.16,0.55,1,Family,Mid-range,5,Rainy,24,65,Food Carnival,97,0,4.6,64,0.29,0.54,57,Cultural Museum Visit
762,0.28,0.55,0.34,1,Family,Budget,11,Rainy,22,90,Wellness Expo,68,0,3.7,78,0.85,0.24,6,Food Experience
763,0.74,0.89,0.34,1,Family,Budget,7,Sunny,13,55,Wellness Expo,48,1,4.8,83,0.34,0.74,24,Food Experience
764,0.68,0.33,0.03,1,Family,Luxury,7,Sunny,30,47,Food Carnival,5,1,4.3,45,0.97,0.95,70,Indoor Wellness Retreat
765,0.49,0.08,0.56,0,Couple,Luxury,14,Sunny,20,80,Sports Event,50,1,4.9,40,0.88,0.78,79,Cultural Museum Visit
766,0.34,0.16,0.44,1,Solo,Luxury,7,Sunny,21,92,Sports Event,30,0,3.5,99,0.56,0.1,31,City Tour
767,0.45,0.4,0.92,1,Family,Luxury,1,Sunny,17,68,Food Carnival,15,1,3.7,94,0.1,0.29,99,Adventure Trek
768,0.4,0.93,0.32,0,Business,Luxury,11,Rainy,36,61,Music Festival,100,0,5.0,32,0.14,0.33,6,Spa Package
769,0.18,0.37,0.69,0,Family,Budget,9,Sunny,33,41,Music Festival,96,1,4.8,51,0.13,0.68,37,Cultural Museum Visit
770,0.68,0.74,0.3,1,Business,Luxury,9,Rainy,26,80,Sports Event,17,0,3.8,83,0.83,0.91,27,Food Experience
771,0.67,0.54,0.58,1,Couple,Budget,13,Snowy,15,1,Wellness Expo,79,0,3.9,45,0.42,0.09,50,Cultural Museum Visit
772,0.07,0.56,0.17,0,Couple,Budget,6,Sunny,18,46,Wellness Expo,33,1,3.9,82,0.75,0.17,51,Food Experience
773,0.94,0.81,0.89,0,Family,Mid-range,3,Rainy,19,15,Music Festival,94,0,3.8,67,0.27,0.67,79,Indoor Wellness Retreat
774,0.52,0.37,0.17,0,Family,Luxury,5,Cloudy,12,13,Sports Event,70,0,4.0,13,0.4,0.1,20,Food Experience
775,0.32,0.34,0.47,0,Couple,Luxury,2,Sunny,27,23,Wellness Expo,11,1,4.3,81,0.67,0.63,35,City Tour
776,0.85,0.44,0.84,1,Business,Budget,6,Cloudy,28,12,Wellness Expo,18,1,4.6,10,0.72,0.58,55,City Tour
777,0.29,0.53,0.8,0,Family,Mid-range,5,Sunny,28,92,Cultural Fair,66,0,4.9,49,0.97,0.33,4,Spa Package
778,0.68,0.38,0.15,1,Couple,Luxury,12,Rainy,30,32,Music Festival,16,1,4.0,18,0.09,0.25,4,Spa Package
779,0.77,0.21,0.79,1,Solo,Mid-range,8,Rainy,15,2,Sports Event,70,0,4.6,57,0.59,0.25,63,Cultural Museum Visit
